,0,1,2,3
866,14:00:58,44.8,61.2,308.7
867,14:00:59,45.1,61.2,308.6
868,14:01:00,44.8,61.2,308.7
869,14:01:01,44.8,61.2,308.6
870,14:01:02,45,61.2,308.7
871,14:01:03,44.7,61.2,308.8
872,14:01:04,44.8,61.2,308.8
873,14:01:05,44.7,61.2,308.7
874,14:01:06,44.8,61.2,308.7
875,14:01:07,44.8,61.2,308.8
876,14:01:08,44.8,61.2,308.7
877,14:01:09,44.8,61.2,308.8
878,14:01:10,44.8,61.2,308.9
879,14:01:11,44.9,61.2,308.9
880,14:01:12,44.7,61.2,309
888,14:01:20,46.5,62.5,309.1
1464,14:10:58,75.1,62.5,212.4
986,14:02:58,50.2,62.7,322.3
889,14:01:21,46.6,63.6,340
890,14:01:22,46.6,63.6,314.2
891,14:01:23,46.5,63.6,314.3
892,14:01:24,46.6,63.6,314.8
893,14:01:25,46.7,63.6,315.1
894,14:01:26,46.5,63.6,315.4
895,14:01:27,46.5,63.6,315.5
896,14:01:28,46.8,63.6,315.6
897,14:01:29,46.5,63.6,315.4
898,14:01:30,46.6,63.6,315.3
899,14:01:31,46.5,63.6,315.5
900,14:01:32,46.6,63.6,315.5
901,14:01:33,46.5,63.6,315.4
902,14:01:34,46.6,63.6,315.3
903,14:01:35,46.5,63.6,315.2
904,14:01:36,46.6,63.6,315.2
905,14:01:37,46.5,63.6,315.2
906,14:01:38,46.7,63.6,315
907,14:01:39,46.5,63.6,314.8
908,14:01:40,46.8,63.6,314.6
909,14:01:41,46.6,63.6,314.3
910,14:01:42,46.5,63.6,314.2
911,14:01:43,46.5,63.6,314.2
912,14:01:44,46.6,63.6,314.2
913,14:01:45,46.6,63.6,314.1
914,14:01:46,46.5,63.6,314.1
915,14:01:47,46.5,63.6,314
916,14:01:48,46.6,63.6,314
924,14:01:56,48.3,66,331.1
925,14:01:57,48.4,66,323.1
926,14:01:58,48.4,66,316.8
927,14:01:59,48.3,66,316.7
928,14:02:00,48.3,66,316.6
929,14:02:01,48.4,66,316.5
930,14:02:02,48.4,66,316.5
931,14:02:03,48.3,66,316.3
932,14:02:04,48.3,66,316.3
933,14:02:05,48.4,66,316.3
934,14:02:06,49,66,316.5
935,14:02:07,48.3,66,316.7
936,14:02:08,48.4,66,316.9
937,14:02:09,48.3,66,316.9
938,14:02:10,48.4,66,316.8
939,14:02:11,48.3,66,316.8
940,14:02:12,48.3,66,316.7
941,14:02:13,48.4,66,316.8
942,14:02:14,48.4,66,316.8
943,14:02:15,48.4,66,316.9
944,14:02:16,48.3,66,316.9
945,14:02:17,48.4,66,316.8
946,14:02:18,48.6,66,317
947,14:02:19,48.2,66,317.1
948,14:02:20,48.3,66,317.1
949,14:02:21,48.4,66,317.2
950,14:02:22,48.3,66,317.4
951,14:02:23,48.4,66,317.7
1058,14:04:11,53.7,66.6,323
958,14:02:30,50.1,68.3,269.5
959,14:02:31,50.1,68.4,327.8
960,14:02:32,50.3,68.4,327.3
961,14:02:33,50.2,68.4,322.1
962,14:02:34,50.2,68.4,321.9
963,14:02:35,50.1,68.4,321.8
964,14:02:36,50.6,68.4,321.7
965,14:02:37,50.2,68.4,321.7
966,14:02:38,50.1,68.4,321.6
967,14:02:39,50.1,68.4,321.5
968,14:02:40,50.1,68.4,321.5
969,14:02:41,50.2,68.4,321.6
970,14:02:42,50,68.4,321.5
971,14:02:43,50.1,68.4,321.5
972,14:02:44,50.1,68.4,321.5
973,14:02:45,50.5,68.4,321.5
974,14:02:46,50.2,68.4,321.6
975,14:02:47,50.1,68.4,321.6
976,14:02:48,50.1,68.4,321.7
977,14:02:49,50.2,68.4,321.7
978,14:02:50,50.2,68.4,321.7
979,14:02:51,50.1,68.4,321.8
980,14:02:52,50.1,68.4,321.9
981,14:02:53,50.2,68.4,321.9
982,14:02:54,50.2,68.4,322
983,14:02:55,50.2,68.4,322
984,14:02:56,50.1,68.4,322.2
985,14:02:57,50.1,68.4,322.2
1030,14:03:43,53.7,70,307.3
993,14:03:05,51.9,70.4,298.1
1173,14:06:06,60.9,70.6,291
994,14:03:06,52.4,70.8,345.3
995,14:03:07,52,70.8,325.4
996,14:03:08,52,70.8,325.3
997,14:03:09,51.9,70.8,325.2
998,14:03:10,52,70.8,325.3
999,14:03:11,52,70.8,325.4
1000,14:03:12,52,70.8,325.4
1001,14:03:13,51.9,70.8,325.4
1002,14:03:14,52,70.8,325
1003,14:03:15,52.1,70.8,324.5
1004,14:03:16,51.9,70.8,324.2
1005,14:03:17,51.9,70.8,323.9
1006,14:03:18,52,70.8,323.7
1007,14:03:19,51.9,70.8,323.2
1008,14:03:20,51.8,70.8,322.9
1009,14:03:21,51.9,70.8,322.7
1010,14:03:22,52,70.8,322.7
1011,14:03:23,52,70.8,322.4
1012,14:03:24,51.8,70.8,322.3
1013,14:03:25,51.8,70.8,322.4
1014,14:03:26,52.1,70.8,322.5
1015,14:03:27,52.1,70.8,322.4
1016,14:03:28,52.1,70.8,322.4
1017,14:03:29,52.1,70.8,322.2
1018,14:03:30,52,70.8,322.3
1019,14:03:31,51.9,70.8,322
1020,14:03:32,51.9,70.8,322.2
1385,14:09:39,69.8,72,323.4
1031,14:03:44,53.7,73.2,331.3
1032,14:03:45,53.7,73.2,325
1033,14:03:46,53.7,73.2,324.9
1034,14:03:47,53.8,73.2,325.1
1035,14:03:48,53.7,73.2,325.2
1036,14:03:49,53.7,73.2,325
1037,14:03:50,53.7,73.2,324.9
1038,14:03:51,53.8,73.2,324.8
1039,14:03:52,53.7,73.2,324.9
1040,14:03:53,53.6,73.2,324.9
1041,14:03:54,53.8,73.2,324.9
1042,14:03:55,53.7,73.2,324.8
1043,14:03:56,53.7,73.2,324.5
1044,14:03:57,53.6,73.2,324.4
1045,14:03:58,53.8,73.2,324.1
1046,14:03:59,53.8,73.2,323.9
1047,14:04:00,53.6,73.2,323.7
1048,14:04:01,53.6,73.2,323.5
1049,14:04:02,53.7,73.2,323.5
1050,14:04:03,53.7,73.2,323.3
1051,14:04:04,53.7,73.2,323.2
1052,14:04:05,53.7,73.2,323
1053,14:04:06,53.7,73.2,323
1054,14:04:07,54.2,73.2,323
1055,14:04:08,53.6,73.2,323.1
1056,14:04:09,53.9,73.2,323.1
1057,14:04:10,53.6,73.2,323
1066,14:04:19,55.6,75,348.1
1067,14:04:20,55.5,75.6,326.4
1068,14:04:21,55.4,75.6,325.8
1069,14:04:22,55.5,75.6,325.3
1070,14:04:23,55.5,75.6,324.8
1071,14:04:24,55.5,75.6,324.5
1072,14:04:25,55.4,75.6,324.1
1073,14:04:26,55.6,75.6,323.9
1074,14:04:27,55.6,75.6,323.7
1075,14:04:28,55.6,75.6,323.5
1076,14:04:29,55.4,75.6,323.4
1077,14:04:30,55.5,75.6,323.2
1078,14:04:31,55.5,75.6,323.1
1079,14:04:32,55.5,75.6,323.1
1080,14:04:33,55.5,75.6,323.1
1081,14:04:34,55.5,75.6,323.1
1082,14:04:35,55.6,75.6,323.1
1083,14:04:36,55.5,75.6,323.1
1084,14:04:37,59.5,75.6,323
1085,14:04:38,57,75.6,323.5
1086,14:04:39,55.7,75.6,323.6
1087,14:04:40,55.6,75.6,323.7
1088,14:04:41,55.4,75.6,323.7
1089,14:04:42,55.4,75.6,323.9
1090,14:04:43,55.5,75.6,323.9
1091,14:04:44,55.6,75.6,324
1092,14:04:45,55.4,75.6,324
1093,14:04:46,55.5,75.6,324
1272,14:07:45,64.4,76.5,322.3
1237,14:07:10,62.7,76.6,326.4
1209,14:06:42,62.7,77.2,289
1474,14:11:34,77.1,77.7,225
1101,14:04:54,57.3,77.9,322.5
1102,14:04:55,57.2,77.9,328.2
1103,14:04:56,57.3,77.9,327.5
1104,14:04:57,57.4,77.9,326.9
1105,14:04:58,57.2,77.9,326.3
1106,14:04:59,57.4,77.9,325.8
1107,14:05:00,57.3,77.9,325.5
1108,14:05:01,57.3,77.9,325.1
1109,14:05:02,57.2,77.9,324.9
1110,14:05:03,57.3,77.9,324.6
1111,14:05:04,57.2,77.9,324.4
1112,14:05:05,57.3,77.9,324.2
1113,14:05:06,57.4,77.9,324
1114,14:05:07,57.2,77.9,324
1115,14:05:08,57.4,77.9,323.9
1116,14:05:09,57.4,77.9,323.8
1117,14:05:10,57.3,77.9,323.8
1118,14:05:11,57.2,77.9,323.7
1119,14:05:12,57.2,77.9,323.7
1120,14:05:13,57.3,77.9,323.7
1121,14:05:14,57.4,77.9,323.7
1122,14:05:15,57.2,77.9,323.7
1123,14:05:16,57.2,77.9,323.7
1124,14:05:17,57.4,77.9,323.7
1125,14:05:18,57.2,77.9,323.7
1126,14:05:19,57.2,77.9,323.7
1127,14:05:20,57.2,77.9,323.8
1128,14:05:21,57.4,77.9,323.9
1244,14:07:17,64.4,78.3,265.6
1280,14:07:53,66.2,80.1,260.6
1135,14:05:28,59.4,80.2,333.3
1136,14:05:29,59,80.3,333.3
1137,14:05:30,59.3,80.3,328
1138,14:05:31,59.1,80.3,328.1
1139,14:05:32,59.1,80.3,328.5
1140,14:05:33,59,80.3,328.9
1141,14:05:34,59.1,80.3,329
1142,14:05:35,59.1,80.3,328.7
1143,14:05:36,59,80.3,328.8
1144,14:05:37,60.1,80.3,328.8
1145,14:05:38,59.1,80.3,328.7
1146,14:05:39,59.2,80.3,328.6
1147,14:05:40,59,80.3,328.5
1148,14:05:41,59.1,80.3,328.5
1149,14:05:42,59.1,80.3,328.3
1150,14:05:43,59.1,80.3,328.3
1151,14:05:44,59,80.3,328.1
1152,14:05:45,59,80.3,328.1
1153,14:05:46,59.1,80.3,328.1
1154,14:05:47,59.1,80.3,328.2
1155,14:05:48,59,80.3,328.1
1156,14:05:49,59,80.3,327.9
1157,14:05:50,59,80.3,327.6
1158,14:05:51,59.1,80.3,327.3
1159,14:05:52,59,80.3,327
1160,14:05:53,59,80.3,326.8
1161,14:05:54,59,80.3,326.4
1162,14:05:55,59.1,80.3,326.2
1174,14:06:07,61.4,82.7,359.3
1175,14:06:08,60.8,82.7,333.7
1176,14:06:09,61,82.7,325
1177,14:06:10,60.9,82.7,324.7
1178,14:06:11,60.8,82.7,324.6
1179,14:06:12,60.8,82.7,324.4
1180,14:06:13,61,82.7,324.2
1181,14:06:14,60.8,82.7,324.2
1182,14:06:15,60.8,82.7,324.3
1183,14:06:16,60.8,82.7,324.2
1184,14:06:17,60.9,82.7,324.2
1185,14:06:18,60.9,82.7,324.1
1186,14:06:19,60.8,82.7,324.1
1187,14:06:20,60.8,82.7,323.9
1188,14:06:21,60.9,82.7,323.9
1189,14:06:22,61,82.7,323.9
1190,14:06:23,60.8,82.7,323.7
1191,14:06:24,60.8,82.7,323.6
1192,14:06:25,60.9,82.7,323.4
1193,14:06:26,60.9,82.7,323.2
1194,14:06:27,60.8,82.7,323.1
1195,14:06:28,61,82.7,323
1196,14:06:29,60.8,82.7,323.2
1197,14:06:30,61,82.7,323.3
1198,14:06:31,60.9,82.7,323.3
1199,14:06:32,60.8,82.7,323.1
1200,14:06:33,60.8,82.7,323
1201,14:06:34,61,82.7,323.1
1210,14:06:43,62.7,85.1,328.2
1211,14:06:44,62.6,85.1,333.3
1212,14:06:45,62.6,85.1,323.1
1213,14:06:46,62.6,85.1,323.3
1214,14:06:47,62.7,85.1,323.8
1215,14:06:48,66.1,85.1,324.4
1216,14:06:49,64.2,85.1,330
1217,14:06:50,62.7,85.1,329.8
1218,14:06:51,62.7,85.1,329.3
1219,14:06:52,62.6,85.1,329.1
1220,14:06:53,62.7,85.1,329.1
1221,14:06:54,62.7,85.1,328.9
1222,14:06:55,62.6,85.1,328.8
1223,14:06:56,62.6,85.1,328.6
1224,14:06:57,62.6,85.1,328.5
1225,14:06:58,62.7,85.1,328.3
1226,14:06:59,62.6,85.1,328.2
1227,14:07:00,62.5,85.1,328
1228,14:07:01,62.6,85.1,327.9
1229,14:07:02,62.7,85.1,327.8
1230,14:07:03,62.7,85.1,327.7
1231,14:07:04,62.6,85.1,327.5
1232,14:07:05,62.7,85.1,327.1
1233,14:07:06,62.8,85.1,326.9
1234,14:07:07,62.9,85.1,326.5
1235,14:07:08,62.6,85.1,326.5
1236,14:07:09,62.7,85.1,326.4
1315,14:08:28,66.3,85.7,272.7
1245,14:07:18,64.5,87.5,330
1246,14:07:19,64.3,87.5,335.9
1247,14:07:20,64.4,87.5,324.1
1248,14:07:21,64.5,87.5,323.8
1249,14:07:22,64.5,87.5,323.6
1250,14:07:23,64.4,87.5,323.4
1251,14:07:24,64.3,87.5,323.3
1252,14:07:25,64.5,87.5,323.3
1253,14:07:26,64.5,87.5,323.4
1254,14:07:27,64.4,87.5,323.5
1255,14:07:28,64.5,87.5,323.3
1256,14:07:29,64.4,87.5,323.2
1257,14:07:30,64.7,87.5,323.1
1258,14:07:31,64.5,87.5,322.9
1259,14:07:32,64.5,87.5,322.8
1260,14:07:33,64.5,87.5,322.6
1261,14:07:34,64.5,87.5,322.5
1262,14:07:35,64.4,87.5,322.5
1263,14:07:36,64.4,87.5,322.4
1264,14:07:37,64.8,87.5,322.4
1265,14:07:38,64.5,87.5,322.4
1266,14:07:39,64.5,87.5,322.4
1267,14:07:40,64.4,87.5,322.3
1268,14:07:41,64.4,87.5,322.3
1269,14:07:42,64.6,87.5,322.3
1270,14:07:43,64.5,87.5,322.4
1271,14:07:44,64.4,87.5,322.3
1357,14:09:10,69.8,87.6,255.3
1322,14:08:35,68,89,270.7
1281,14:07:54,66.2,89.9,331.9
1282,14:07:55,66.2,89.9,340.4
1283,14:07:56,66.2,89.9,320.9
1284,14:07:57,66.3,89.9,321
1285,14:07:58,66.3,89.9,321.1
1286,14:07:59,66.2,89.9,321.1
1287,14:08:00,66.1,89.9,321.2
1288,14:08:01,66.2,89.9,321.3
1289,14:08:02,66.2,89.9,321.4
1290,14:08:03,66.3,89.9,321.5
1291,14:08:04,66.2,89.9,321.5
1292,14:08:05,66.2,89.9,321.7
1293,14:08:06,66.2,89.9,321.8
1294,14:08:07,66.6,89.9,321.8
1295,14:08:08,66.2,89.9,321.9
1296,14:08:09,66.4,89.9,321.9
1297,14:08:10,66.3,89.9,321.9
1298,14:08:11,66.2,89.9,322
1299,14:08:12,66.3,89.9,322
1300,14:08:13,66.2,89.9,322
1301,14:08:14,66.3,89.9,322
1302,14:08:15,66.3,89.9,322
1303,14:08:16,66.1,89.9,322.1
1304,14:08:17,66.1,89.9,322.2
1305,14:08:18,66.3,89.9,322.2
1306,14:08:19,66.2,89.9,322.2
1307,14:08:20,66.2,89.9,322.3
1308,14:08:21,66.2,89.9,322.3
1323,14:08:36,67.9,92.3,328.8
1324,14:08:37,68.4,92.3,342.6
1325,14:08:38,68.2,92.3,321.3
1326,14:08:39,68,92.3,321.2
1327,14:08:40,67.9,92.3,321.1
1328,14:08:41,68,92.3,321.2
1329,14:08:42,68.1,92.3,321.3
1330,14:08:43,67.9,92.3,321.4
1331,14:08:44,67.9,92.3,321.4
1332,14:08:45,67.9,92.3,321.4
1333,14:08:46,68,92.3,321.6
1334,14:08:47,68,92.3,321.8
1335,14:08:48,68,92.3,321.7
1336,14:08:49,68,92.3,321.8
1337,14:08:50,68.2,92.3,321.8
1338,14:08:51,68.1,92.3,321.8
1339,14:08:52,68,92.3,322
1340,14:08:53,68,92.3,322.1
1341,14:08:54,68,92.3,322.2
1342,14:08:55,68,92.3,322.2
1343,14:08:56,67.9,92.3,322.3
1344,14:08:57,67.9,92.3,322.4
1345,14:08:58,69.1,92.3,322.6
1346,14:08:59,72.3,92.3,322.6
1347,14:09:00,68,92.3,323.2
1348,14:09:01,68,92.3,323.3
1349,14:09:02,68,92.3,323.3
1358,14:09:11,69.8,94.7,342
1359,14:09:12,69.7,94.7,342.5
1360,14:09:13,69.7,94.7,321.7
1361,14:09:14,69.8,94.7,321.8
1362,14:09:15,69.7,94.7,321.8
1363,14:09:16,69.7,94.7,321.9
1364,14:09:17,69.8,94.7,322
1365,14:09:18,69.8,94.7,322
1366,14:09:19,69.9,94.7,322.2
1367,14:09:20,69.8,94.7,322.2
1368,14:09:21,69.8,94.7,322.2
1369,14:09:22,69.8,94.7,322.1
1370,14:09:23,69.7,94.7,322.1
1371,14:09:24,69.7,94.7,322.1
1372,14:09:25,69.8,94.7,322.2
1373,14:09:26,69.7,94.7,322.2
1374,14:09:27,69.9,94.7,322.2
1375,14:09:29,69.9,94.7,322.3
1376,14:09:30,69.9,94.7,322.5
1377,14:09:31,69.8,94.7,322.6
1378,14:09:32,69.7,94.7,322.7
1379,14:09:33,69.7,94.7,322.7
1380,14:09:34,69.9,94.7,322.8
1381,14:09:35,69.9,94.7,322.9
1382,14:09:36,69.8,94.7,323
1383,14:09:37,69.7,94.7,323.3
1384,14:09:38,69.7,94.7,323.4
1429,14:10:23,73.3,95.2,337.1
1394,14:09:48,71.6,96.1,327.2
1395,14:09:49,71.6,97.1,351.8
1396,14:09:50,71.5,97.1,323.5
1397,14:09:51,71.5,97.1,323.4
1398,14:09:52,71.5,97.1,323.2
1399,14:09:53,71.6,97.1,323.3
1400,14:09:54,71.6,97.1,323.4
1401,14:09:55,71.5,97.1,323.5
1402,14:09:56,71.5,97.1,323.5
1403,14:09:57,71.6,97.1,323.5
1404,14:09:58,71.6,97.1,323.5
1405,14:09:59,71.6,97.1,323.5
1406,14:10:00,71.6,97.1,323.5
1407,14:10:01,71.7,97.1,323.4
1408,14:10:02,71.6,97.1,323.5
1409,14:10:03,71.6,97.1,323.5
1410,14:10:04,71.5,97.1,323.4
1411,14:10:05,71.6,97.1,323.2
1412,14:10:06,71.6,97.1,323.2
1413,14:10:07,71.5,97.1,323
1414,14:10:08,71.9,97.1,322.9
1415,14:10:09,71.6,97.1,322.9
1416,14:10:10,71.6,97.1,322.9
1417,14:10:11,71.6,97.1,322.9
1418,14:10:12,71.6,97.1,322.8
1419,14:10:13,71.5,97.1,322.8
1420,14:10:14,71.6,97.1,322.8
1421,14:10:15,71.5,97.1,322.8
1465,14:10:59,75.2,97.8,337.4
1482,14:11:55,77.8,99.2,327.4
1430,14:10:24,74.2,99.4,354.8
1431,14:10:25,73.4,99.4,329.2
1432,14:10:26,73.4,99.5,328.9
1433,14:10:27,73.6,99.5,328.6
1434,14:10:28,73.4,99.5,328.6
1435,14:10:29,73.4,99.5,333.7
1436,14:10:30,73.5,99.5,333.7
1437,14:10:31,73.4,99.5,333.3
1438,14:10:32,73.4,99.5,332.7
1439,14:10:33,73.4,99.5,327.2
1440,14:10:34,73.3,99.5,327
1441,14:10:35,73.5,99.5,327.1
1442,14:10:36,73.4,99.5,327.1
1443,14:10:37,74.2,99.5,327.3
1444,14:10:38,73.8,99.5,327.2
1445,14:10:39,73.4,99.5,327.2
1446,14:10:40,73.4,99.5,327.1
1447,14:10:41,73.4,99.5,327
1448,14:10:42,73.4,99.5,326.9
1449,14:10:43,73.3,99.5,326.8
1450,14:10:44,73.3,99.5,326.6
1451,14:10:45,73.5,99.5,326.4
1452,14:10:46,73.4,99.5,326.2
1453,14:10:47,73.4,99.5,326.1
1454,14:10:48,73.3,99.5,325.9
1455,14:10:49,73.3,99.5,325.7
1456,14:10:50,73.4,99.5,325.6
1467,14:11:15,36,99.9,295.2
1466,14:11:00,54.3,100,356.7
1475,14:11:35,47.8,100,358.5
1476,14:11:45,35.5,100,283.8
1483,14:11:56,7,100,359.5